t,e1,e2,e3,b1,b2,b3,d1,d2,d3
0.0226666667,0.0000199344,0.0000000000,0.0000157423,0.0000714990,0.0000000000,-0.0000576028,0.0086424798,0.0000000000,-0.0057884105
0.0228333333,0.0000204125,0.0000000000,0.0000160613,0.0000729476,0.0000000000,-0.0000585695,0.0087406004,0.0000000000,-0.0058124251
0.0230000000,0.0000208966,0.0000000000,0.0000163820,0.0000744125,0.0000000000,-0.0000595402,0.0088386392,0.0000000000,-0.0058351637
0.0231666667,0.0000213868,0.0000000000,0.0000167044,0.0000758938,0.0000000000,-0.0000605146,0.0089365816,0.0000000000,-0.0058566085
0.0233333333,0.0000218829,0.0000000000,0.0000170283,0.0000773914,0.0000000000,-0.0000614924,0.0090344128,0.0000000000,-0.0058767421
0.0235000000,0.0000223851,0.0000000000,0.0000173536,0.0000789053,0.0000000000,-0.0000624735,0.0091321180,-0.0000000000,-0.0058955475
0.0236666667,0.0000228931,0.0000000000,0.0000176803,0.0000804354,0.0000000000,-0.0000634576,0.0092296823,0.0000000000,-0.0059130078
0.0238333333,0.0000234069,0.0000000000,0.0000180082,0.0000819818,0.0000000000,-0.0000644445,0.0093270910,-0.0000000000,-0.0059291067
0.0240000000,0.0000239266,0.0000000000,0.0000183371,0.0000835445,0.0000000000,-0.0000654340,0.0094243292,0.0000000000,-0.0059438279
0.0241666667,0.0000244520,0.0000000000,0.0000186671,0.0000851233,0.0000000000,-0.0000664258,0.0095213821,0.0000000000,-0.0059571559
0.0243333333,0.0000249830,0.0000000000,0.0000189980,0.0000867182,0.0000000000,-0.0000674197,0.0096182349,0.0000000000,-0.0059690749
0.0245000000,0.0000255197,0.0000000000,0.0000193296,0.0000883294,0.0000000000,-0.0000684155,0.0097148728,0.0000000000,-0.0059795701
0.0246666667,0.0000260619,0.0000000000,0.0000196619,0.0000899565,0.0000000000,-0.0000694129,0.0098112810,0.0000000000,-0.0059886265
0.0248333333,0.0000266096,0.0000000000,0.0000199947,0.0000915998,0.0000000000,-0.0000704117,0.0099074445,0.0000000000,-0.0059962299
0.0250000000,0.0000271626,0.0000000000,0.0000203279,0.0000932590,0.0000000000,-0.0000714116,0.0100033487,0.0000000000,-0.0060023661
0.0251666667,0.0000277210,0.0000000000,0.0000206614,0.0000949342,0.0000000000,-0.0000724125,0.0100989787,0.0000000000,-0.0060070214
0.0253333333,0.0000282846,0.0000000000,0.0000209951,0.0000966253,0.0000000000,-0.0000734140,0.0101943196,0.0000000000,-0.0060101825
0.0255000000,0.0000288534,0.0000000000,0.0000213289,0.0000983323,0.0000000000,-0.0000744159,0.0102893567,0.0000000000,-0.0060118364
0.0256666667,0.0000294273,0.0000000000,0.0000216626,0.0001000551,0.0000000000,-0.0000754179,0.0103840752,0.0000000000,-0.0060119706
0.0258333333,0.0000300061,0.0000000000,0.0000219961,0.0001017937,0.0000000000,-0.0000764199,0.0104784604,-0.0000000000,-0.0060105728
0.0260000000,0.0000305899,0.0000000000,0.0000223294,0.0001035480,0.0000000000,-0.0000774214,0.0105724974,0.0000000000,-0.0060076312
0.0261666667,0.0000311785,0.0000000000,0.0000226621,0.0001053179,0.0000000000,-0.0000784224,0.0106661715,0.0000000000,-0.0060031344
0.0263333333,0.0000317718,0.0000000000,0.0000229944,0.0001071033,0.0000000000,-0.0000794225,0.0107594681,0.0000000000,-0.0059970714
0.0265000000,0.0000323698,0.0000000000,0.0000233260,0.0001089043,0.0000000000,-0.0000804214,0.0108523723,0.0000000000,-0.0059894314
0.0266666667,0.0000329722,0.0000000000,0.0000236567,0.0001107208,0.0000000000,-0.0000814190,0.0109448696,0.0000000000,-0.0059802043
0.0268333333,0.0000335792,0.0000000000,0.0000239866,0.0001125526,0.0000000000,-0.0000824148,0.0110369452,0.0000000000,-0.0059693801
0.0270000000,0.0000341904,0.0000000000,0.0000243154,0.0001143998,0.0000000000,-0.0000834088,0.0111285846,-0.0000000000,-0.0059569494
