t,Ekin,Epot,Etot
0.0653333333,0.0919154356,0.0852819046,0.1771973402
0.0655000000,0.0922324106,0.0849649015,0.1771973121
0.0656666667,0.0925671712,0.0846300958,0.1771972669
0.0658333333,0.0929189916,0.0842782115,0.1771972031
0.0660000000,0.0932868467,0.0839102721,0.1771971189
0.0661666667,0.0936693864,0.0835276265,0.1771970129
0.0663333333,0.0940649114,0.0831319723,0.1771968837
0.0665000000,0.0944713525,0.0827253777,0.1771967302
0.0666666667,0.0948862523,0.0823102992,0.1771965516
0.0668333333,0.0953067519,0.0818895954,0.1771963472
0.0670000000,0.0957295814,0.0814665356,0.1771961170
0.0671666667,0.0961510572,0.0810448038,0.1771958610
0.0673333333,0.0965670850,0.0806284949,0.1771955799
0.0675000000,0.0969731701,0.0802221048,0.1771952749
0.0676666667,0.0973644352,0.0798305124,0.1771949475
0.0678333333,0.0977356466,0.0794589534,0.1771946000
0.0680000000,0.0980812494,0.0791129857,0.1771942350
0.0681666667,0.0983954106,0.0787984453,0.1771938560
0.0683333333,0.0986720726,0.0785213940,0.1771934666
0.0685000000,0.0989050146,0.0782880568,0.1771930714
0.0686666667,0.0990879234,0.0781047519,0.1771926753
0.0688333333,0.0992144723,0.0779778114,0.1771922837
0.0690000000,0.0992784079,0.0779134947,0.1771919025
0.0691666667,0.0992736429,0.0779178950,0.1771915379
0.0693333333,0.0991943559,0.0779968403,0.1771911962
0.0695000000,0.0990350943,0.0781557900,0.1771908843
0.0696666667,0.0987908803,0.0783997285,0.1771906088
0.0698333333,0.0984573186,0.0787330577,0.1771903763
0.0700000000,0.0980307027,0.0791594907,0.1771901934
0.0701666667,0.0975081181,0.0796819481,0.1771900662
0.0703333333,0.0968875416,0.0803024589,0.1771900005
0.0705000000,0.0961679323,0.0810220691,0.1771900014
0.0706666667,0.0953493141,0.0818407593,0.1771900734
0.0708333333,0.0944328463,0.0827573738,0.1771902201
0.0710000000,0.0934208807,0.0837695633,0.1771904441
0.0711666667,0.0923170038,0.0848737430,0.1771907468
0.0713333333,0.0911260609,0.0860650679,0.1771911288
0.0715000000,0.0898541621,0.0873374271,0.1771915892
0.0716666667,0.0885086685,0.0886834572,0.1771921257
0.0718333333,0.0870981574,0.0900945775,0.1771927349
0.0720000000,0.0856323668,0.0915610452,0.1771934120
0.0721666667,0.0841221177,0.0930720331,0.1771941508
0.0723333333,0.0825792172,0.0946157269,0.1771949441
0.0725000000,0.0810163397,0.0961794435,0.1771957831
0.0726666667,0.0794468906,0.0977497678,0.1771966584
0.0728333333,0.0778848526,0.0993127066,0.1771975592
0.0730000000,0.0763446169,0.1008538574,0.1771984744
0.0731666667,0.0748408019,0.1023585900,0.1771993918
0.0733333333,0.0733880623,0.1038122370,0.1772002993
0.0735000000,0.0720008922,0.1052002920,0.1772011841
0.0736666667,0.0706934240,0.1065086099,0.1772020339
0.0738333333,0.0694792290,0.1077236072,0.1772028362
0.0740000000,0.0683711209,0.1088324584,0.1772035793
0.0741666667,0.0673809674,0.1098232847,0.1772042521
0.0743333333,0.0665195132,0.1106853313,0.1772048444
0.0745000000,0.0657962169,0.1114091302,0.1772053472
0.0746666667,0.0652191065,0.1119866460,0.1772057525
0.0748333333,0.0647946543,0.1124113998,0.1772060541
0.0750000000,0.0645276763,0.1126785709,0.1772062471
0.0751666667,0.0644212551,0.1127850734,0.1772063286
0.0753333333,0.0644766910,0.1127296060,0.1772062970
0.0755000000,0.0646934791,0.1125126736,0.1772061528
0.0756666667,0.0650693163,0.1121365817,0.1772058980
0.0758333333,0.0656001347,0.1116054019,0.1772055367
0.0760000000,0.0662801636,0.1109249106,0.1772050742
0.0761666667,0.0671020170,0.1101025006,0.1772045176
0.0763333333,0.0680568058,0.1091470694,0.1772038753
0.0765000000,0.0691342727,0.1080688842,0.1772031569
0.0766666667,0.0703229459,0.1068794273,0.1772023733
0.0768333333,0.0716103104,0.1055912255,0.1772015359
0.0770000000,0.0729829919,0.1042176650,0.1772006569
0.0771666667,0.0744269516,0.1027727972,0.1771997489
0.0773333333,0.0759276864,0.1012711381,0.1771988245
0.0775000000,0.0774704324,0.0997274642,0.1771978965
0.0776666667,0.0790403667,0.0981566106,0.1771969773
0.0778333333,0.0806228057,0.0965732730,0.1771960787
0.0780000000,0.0822033944,0.0949918175,0.1771952120
0.0781666667,0.0837682854,0.0934261020,0.1771943874
0.0783333333,0.0853043035,0.0918893107,0.1771936143
0.0785000000,0.0867990952,0.0903938055,0.1771929008
0.0786666667,0.0882412586,0.0889509953,0.1771922539
0.0788333333,0.0896204541,0.0875712250,0.1771916791
0.0790000000,0.0909274946,0.0862636862,0.1771911808
0.0791666667,0.0921544133,0.0850363485,0.1771907619
0.0793333333,0.0932945100,0.0838959138,0.1771904238
0.0795000000,0.0943423759,0.0828477909,0.1771901668
0.0796666667,0.0952938971,0.0818960928,0.1771899899
0.0798333333,0.0961462386,0.0810436522,0.1771898909
0.0800000000,0.0968978091,0.0802920573,0.1771898664
0.0801666667,0.0975482095,0.0796417029,0.1771899124
0.0803333333,0.0980981657,0.0790918581,0.1771900238
0.0805000000,0.0985494488,0.0786407462,0.1771901950
0.0806666667,0.0989047843,0.0782856353,0.1771904196
0.0808333333,0.0991677528,0.0780229383,0.1771906911
0.0810000000,0.0993426847,0.0778483179,0.1771910026
0.0811666667,0.0994345502,0.0777567970,0.1771913471
0.0813333333,0.0994488483,0.0777428695,0.1771917178
0.0815000000,0.0993914955,0.0778006122,0.1771921077
0.0816666667,0.0992687170,0.0779237933,0.1771925102
0.0818333333,0.0990869412,0.0781059780,0.1771929192
0.0820000000,0.0988527005,0.0783406283,0.1771933288
0.0821666667,0.0985725375,0.0786211962,0.1771937337
