t,e1,e2,e3,b1,b2,b3,d1,d2,d3
0.0165000000,0.0000006380,0.0000022052,0.0000038689,0.0000090563,0.0000165253,0.0000212191,0.0015719847,0.0027825894,0.0033878356
0.0166666667,0.0000006615,0.0000022843,0.0000040012,0.0000093206,0.0000169929,0.0000217875,0.0016001174,0.0028279493,0.0034336132
0.0168333333,0.0000006856,0.0000023651,0.0000041361,0.0000095897,0.0000174680,0.0000223636,0.0016283861,0.0028733410,0.0034790143
0.0170000000,0.0000007102,0.0000024478,0.0000042736,0.0000098634,0.0000179506,0.0000229472,0.0016567866,0.0029187534,0.0035240193
0.0171666667,0.0000007355,0.0000025322,0.0000044137,0.0000101419,0.0000184409,0.0000235383,0.0016853148,0.0029641752,0.0035686082
0.0173333333,0.0000007612,0.0000026184,0.0000045563,0.0000104252,0.0000189387,0.0000241367,0.0017139668,0.0030095951,0.0036127616
0.0175000000,0.0000007876,0.0000027063,0.0000047014,0.0000107133,0.0000194441,0.0000247425,0.0017427384,0.0030550019,0.0036564597
0.0176666667,0.0000008146,0.0000027961,0.0000048491,0.0000110061,0.0000199570,0.0000253556,0.0017716254,0.0031003841,0.0036996831
0.0178333333,0.0000008421,0.0000028877,0.0000049993,0.0000113038,0.0000204776,0.0000259758,0.0018006238,0.0031457305,0.0037424122
0.0180000000,0.0000008702,0.0000029811,0.0000051519,0.0000116063,0.0000210056,0.0000266030,0.0018297293,0.0031910295,0.0037846277
0.0181666667,0.0000008989,0.0000030763,0.0000053071,0.0000119137,0.0000215412,0.0000272373,0.0018589377,0.0032362699,0.0038263102
0.0183333333,0.0000009282,0.0000031733,0.0000054646,0.0000122260,0.0000220844,0.0000278785,0.0018882448,0.0032814400,0.0038674406
0.0185000000,0.0000009582,0.0000032720,0.0000056246,0.0000125431,0.0000226350,0.0000285264,0.0019176464,0.0033265286,0.0039079997
0.0186666667,0.0000009887,0.0000033726,0.0000057870,0.0000128652,0.0000231932,0.0000291811,0.0019471382,0.0033715239,0.0039479685
0.0188333333,0.0000010198,0.0000034750,0.0000059517,0.0000131922,0.0000237589,0.0000298424,0.0019767160,0.0034164146,0.0039873280
0.0190000000,0.0000010515,0.0000035792,0.0000061188,0.0000135241,0.0000243320,0.0000305102,0.0020063754,0.0034611890,0.0040260595
0.0191666667,0.0000010838,0.0000036852,0.0000062881,0.0000138610,0.0000249126,0.0000311845,0.0020361122,0.0035058357,0.0040641441
0.0193333333,0.0000011168,0.0000037929,0.0000064598,0.0000142028,0.0000255006,0.0000318650,0.0020659221,0.0035503430,0.0041015635
0.0195000000,0.0000011503,0.0000039025,0.0000066336,0.0000145496,0.0000260961,0.0000325516,0.0020958006,0.0035946994,0.0041382990
0.0196666667,0.0000011845,0.0000040138,0.0000068097,0.0000149014,0.0000266989,0.0000332444,0.0021257435,0.0036388933,0.0041743324
0.0198333333,0.0000012193,0.0000041269,0.0000069879,0.0000152582,0.0000273090,0.0000339431,0.0021557463,0.0036829131,0.0042096454
0.0200000000,0.0000012546,0.0000042418,0.0000071683,0.0000156200,0.0000279265,0.0000346476,0.0021858047,0.0037267471,0.0042442202
0.0201666667,0.0000012906,0.0000043584,0.0000073507,0.0000159868,0.0000285513,0.0000353578,0.0022159144,0.0037703839,0.0042780387
0.0203333333,0.0000013272,0.0000044767,0.0000075352,0.0000163586,0.0000291833,0.0000360736,0.0022460708,0.0038138117,0.0043110832
0.0205000000,0.0000013645,0.0000045968,0.0000077216,0.0000167355,0.0000298225,0.0000367949,0.0022762695,0.0038570190,0.0043433362
0.0206666667,0.0000014023,0.0000047186,0.0000079100,0.0000171174,0.0000304690,0.0000375214,0.0023065062,0.0038999941,0.0043747802
0.0208333333,0.0000014407,0.0000048421,0.0000081003,0.0000175043,0.0000311225,0.0000382531,0.0023367763,0.0039427255,0.0044053980
0.0210000000,0.0000014798,0.0000049673,0.0000082924,0.0000178963,0.0000317832,0.0000389899,0.0023670754,0.0039852016,0.0044351726
0.0211666667,0.0000015194,0.0000050942,0.0000084864,0.0000182933,0.0000324509,0.0000397315,0.0023973991,0.0040274107,0.0044640871
0.0213333333,0.0000015597,0.0000052227,0.0000086821,0.0000186954,0.0000331257,0.0000404779,0.0024277428,0.0040693414,0.0044921247
