iter,S,delta
1872,2.81223,6.47456e-07
1873,2.81223,6.4492e-07
1874,2.81222,6.42394e-07
1875,2.81222,6.39877e-07
1876,2.81222,6.3737e-07
1877,2.81222,6.34872e-07
1878,2.81222,6.32384e-07
1879,2.81222,6.29905e-07
1880,2.81221,6.27436e-07
1881,2.81221,6.24977e-07
1882,2.81221,6.22526e-07
1883,2.81221,6.20085e-07
1884,2.81221,6.17654e-07
1885,2.81221,6.15231e-07
1886,2.8122,6.12818e-07
1887,2.8122,6.10414e-07
1888,2.8122,6.08019e-07
1889,2.8122,6.05634e-07
1890,2.8122,6.03257e-07
1891,2.8122,6.0089e-07
1892,2.81219,5.98531e-07
1893,2.81219,5.96182e-07
1894,2.81219,5.93842e-07
1895,2.81219,5.9151e-07
1896,2.81219,5.89188e-07
1897,2.81219,5.86874e-07
1898,2.81218,5.84569e-07
1899,2.81218,5.82273e-07
1900,2.81218,5.79986e-07
1901,2.81218,5.77707e-07
1902,2.81218,5.75437e-07
1903,2.81218,5.73176e-07
1904,2.81217,5.70923e-07
1905,2.81217,5.68679e-07
1906,2.81217,5.66444e-07
1907,2.81217,5.64217e-07
1908,2.81217,5.61999e-07
1909,2.81217,5.59789e-07
1910,2.81216,5.57587e-07
1911,2.81216,5.55394e-07
1912,2.81216,5.5321e-07
1913,2.81216,5.51034e-07
1914,2.81216,5.48866e-07
1915,2.81216,5.46706e-07
1916,2.81215,5.44554e-07
1917,2.81215,5.42411e-07
1918,2.81215,5.40276e-07
1919,2.81215,5.38149e-07
1920,2.81215,5.36031e-07
1921,2.81215,5.3392e-07
1922,2.81215,5.31818e-07
1923,2.81214,5.29723e-07
1924,2.81214,5.27637e-07
1925,2.81214,5.25558e-07
1926,2.81214,5.23487e-07
1927,2.81214,5.21425e-07
1928,2.81214,5.1937e-07
1929,2.81214,5.17323e-07
1930,2.81213,5.15284e-07
1931,2.81213,5.13253e-07
1932,2.81213,5.11229e-07
1933,2.81213,5.09214e-07
1934,2.81213,5.07205e-07
1935,2.81213,5.05205e-07
1936,2.81213,5.03212e-07
1937,2.81212,5.01227e-07
1938,2.81212,4.9925e-07
1939,2.81212,4.9728e-07
1940,2.81212,4.95317e-07
1941,2.81212,4.93363e-07
1942,2.81212,4.91415e-07
1943,2.81212,4.89475e-07
1944,2.81211,4.87543e-07
1945,2.81211,4.85618e-07
1946,2.81211,4.837e-07
1947,2.81211,4.8179e-07
1948,2.81211,4.79886e-07
1949,2.81211,4.77991e-07
1950,2.81211,4.76102e-07
1951,2.8121,4.74221e-07
1952,2.8121,4.72347e-07
1953,2.8121,4.7048e-07
1954,2.8121,4.6862e-07
1955,2.8121,4.66767e-07
1956,2.8121,4.64922e-07
1957,2.8121,4.63083e-07
1958,2.8121,4.61252e-07
1959,2.81209,4.59428e-07
1960,2.81209,4.5761e-07
1961,2.81209,4.558e-07
1962,2.81209,4.53996e-07
1963,2.81209,4.52199e-07
1964,2.81209,4.5041e-07
1965,2.81209,4.48627e-07
1966,2.81209,4.46851e-07
1967,2.81208,4.45082e-07
1968,2.81208,4.43319e-07
1969,2.81208,4.41563e-07
1970,2.81208,4.39815e-07
1971,2.81208,4.38072e-07
1972,2.81208,4.36337e-07
1973,2.81208,4.34608e-07
1974,2.81208,4.32885e-07
1975,2.81207,4.3117e-07
1976,2.81207,4.29461e-07
1977,2.81207,4.27758e-07
1978,2.81207,4.26062e-07
1979,2.81207,4.24373e-07
1980,2.81207,4.2269e-07
1981,2.81207,4.21013e-07
1982,2.81207,4.19343e-07
1983,2.81206,4.17679e-07
1984,2.81206,4.16022e-07
1985,2.81206,4.14371e-07
1986,2.81206,4.12726e-07
1987,2.81206,4.11088e-07
1988,2.81206,4.09456e-07
1989,2.81206,4.0783e-07
1990,2.81206,4.0621e-07
1991,2.81206,4.04597e-07
1992,2.81205,4.0299e-07
1993,2.81205,4.01389e-07
1994,2.81205,3.99794e-07
1995,2.81205,3.98206e-07
1996,2.81205,3.96623e-07
1997,2.81205,3.95046e-07
1998,2.81205,3.93476e-07
1999,2.81205,3.91911e-07
2000,2.81205,3.90353e-07
2001,2.81204,3.88801e-07
2002,2.81204,3.87254e-07
2003,2.81204,3.85714e-07
2004,2.81204,3.84179e-07
2005,2.81204,3.8265e-07
2006,2.81204,3.81127e-07
2007,2.81204,3.7961e-07
2008,2.81204,3.78099e-07
2009,2.81204,3.76594e-07
2010,2.81203,3.75094e-07
2011,2.81203,3.73601e-07
2012,2.81203,3.72112e-07
2013,2.81203,3.7063e-07
2014,2.81203,3.69153e-07
2015,2.81203,3.67683e-07
2016,2.81203,3.66217e-07
2017,2.81203,3.64758e-07
2018,2.81203,3.63303e-07
2019,2.81203,3.61855e-07
2020,2.81202,3.60412e-07
2021,2.81202,3.58975e-07
2022,2.81202,3.57543e-07
2023,2.81202,3.56117e-07
2024,2.81202,3.54696e-07
2025,2.81202,3.5328e-07
2026,2.81202,3.5187e-07
2027,2.81202,3.50466e-07
2028,2.81202,3.49067e-07
2029,2.81202,3.47673e-07
2030,2.81201,3.46285e-07
2031,2.81201,3.44902e-07
2032,2.81201,3.43524e-07
2033,2.81201,3.42152e-07
2034,2.81201,3.40785e-07
2035,2.81201,3.39423e-07
2036,2.81201,3.38066e-07
2037,2.81201,3.36715e-07
2038,2.81201,3.35369e-07
2039,2.81201,3.34028e-07
2040,2.81201,3.32692e-07
2041,2.812,3.31361e-07
2042,2.812,3.30036e-07
2043,2.812,3.28715e-07
2044,2.812,3.274e-07
2045,2.812,3.2609e-07
2046,2.812,3.24784e-07
2047,2.812,3.23484e-07
2048,2.812,3.22189e-07
2049,2.812,3.20899e-07
2050,2.812,3.19613e-07
2051,2.812,3.18333e-07
2052,2.81199,3.17058e-07
2053,2.81199,3.15787e-07
2054,2.81199,3.14522e-07
2055,2.81199,3.13261e-07
2056,2.81199,3.12005e-07
2057,2.81199,3.10754e-07
2058,2.81199,3.09508e-07
2059,2.81199,3.08267e-07
2060,2.81199,3.0703e-07
2061,2.81199,3.05799e-07
2062,2.81199,3.04572e-07
2063,2.81198,3.03349e-07
2064,2.81198,3.02132e-07
2065,2.81198,3.00919e-07
2066,2.81198,2.99711e-07
2067,2.81198,2.98507e-07
2068,2.81198,2.97308e-07
2069,2.81198,2.96114e-07
2070,2.81198,2.94924e-07
2071,2.81198,2.93739e-07
2072,2.81198,2.92559e-07
2073,2.81198,2.91383e-07
2074,2.81198,2.90211e-07
2075,2.81197,2.89044e-07
2076,2.81197,2.87882e-07
2077,2.81197,2.86724e-07
2078,2.81197,2.85571e-07
2079,2.81197,2.84422e-07
2080,2.81197,2.83277e-07
2081,2.81197,2.82137e-07
2082,2.81197,2.81001e-07
2083,2.81197,2.7987e-07
2084,2.81197,2.78743e-07
2085,2.81197,2.77621e-07
2086,2.81197,2.76502e-07
2087,2.81197,2.75388e-07
2088,2.81196,2.74279e-07
2089,2.81196,2.73173e-07
2090,2.81196,2.72072e-07
2091,2.81196,2.70976e-07
2092,2.81196,2.69883e-07
2093,2.81196,2.68795e-07
2094,2.81196,2.67711e-07
2095,2.81196,2.66631e-07
2096,2.81196,2.65555e-07
2097,2.81196,2.64483e-07
2098,2.81196,2.63416e-07
2099,2.81196,2.62352e-07
2100,2.81196,2.61293e-07
2101,2.81195,2.60238e-07
2102,2.81195,2.59187e-07
2103,2.81195,2.5814e-07
2104,2.81195,2.57097e-07
2105,2.81195,2.56058e-07
2106,2.81195,2.55023e-07
2107,2.81195,2.53992e-07
2108,2.81195,2.52965e-07
2109,2.81195,2.51943e-07
2110,2.81195,2.50924e-07
2111,2.81195,2.49909e-07
2112,2.81195,2.48897e-07
2113,2.81195,2.4789e-07
2114,2.81195,2.46887e-07
2115,2.81194,2.45888e-07
2116,2.81194,2.44892e-07
2117,2.81194,2.439e-07
2118,2.81194,2.42913e-07
2119,2.81194,2.41929e-07
2120,2.81194,2.40948e-07
2121,2.81194,2.39972e-07
2122,2.81194,2.38999e-07
2123,2.81194,2.38031e-07
2124,2.81194,2.37066e-07
2125,2.81194,2.36104e-07
2126,2.81194,2.35147e-07
2127,2.81194,2.34193e-07
2128,2.81194,2.33242e-07
2129,2.81194,2.32296e-07
2130,2.81193,2.31353e-07
2131,2.81193,2.30414e-07
2132,2.81193,2.29478e-07
2133,2.81193,2.28546e-07
2134,2.81193,2.27618e-07
2135,2.81193,2.26693e-07
2136,2.81193,2.25772e-07
2137,2.81193,2.24855e-07
2138,2.81193,2.23941e-07
2139,2.81193,2.2303e-07
2140,2.81193,2.22123e-07
2141,2.81193,2.2122e-07
2142,2.81193,2.2032e-07
2143,2.81193,2.19424e-07
2144,2.81193,2.18531e-07
2145,2.81193,2.17641e-07
2146,2.81192,2.16755e-07
2147,2.81192,2.15873e-07
2148,2.81192,2.14994e-07
2149,2.81192,2.14118e-07
2150,2.81192,2.13246e-07
2151,2.81192,2.12377e-07
2152,2.81192,2.11511e-07
2153,2.81192,2.10649e-07
2154,2.81192,2.0979e-07
2155,2.81192,2.08934e-07
2156,2.81192,2.08082e-07
2157,2.81192,2.07233e-07
2158,2.81192,2.06388e-07
2159,2.81192,2.05545e-07
2160,2.81192,2.04706e-07
2161,2.81192,2.03871e-07
2162,2.81192,2.03038e-07
2163,2.81191,2.02209e-07
2164,2.81191,2.01383e-07
2165,2.81191,2.0056e-07
2166,2.81191,1.9974e-07
2167,2.81191,1.98924e-07
2168,2.81191,1.98111e-07
2169,2.81191,1.97301e-07
2170,2.81191,1.96494e-07
2171,2.81191,1.9569e-07
2172,2.81191,1.94889e-07
2173,2.81191,1.94091e-07
2174,2.81191,1.93297e-07
2175,2.81191,1.92506e-07
2176,2.81191,1.91717e-07
2177,2.81191,1.90932e-07
2178,2.81191,1.9015e-07
2179,2.81191,1.89371e-07
2180,2.81191,1.88595e-07
2181,2.8119,1.87822e-07
2182,2.8119,1.87051e-07
2183,2.8119,1.86284e-07
2184,2.8119,1.8552e-07
2185,2.8119,1.84759e-07
2186,2.8119,1.84001e-07
2187,2.8119,1.83246e-07
2188,2.8119,1.82494e-07
2189,2.8119,1.81744e-07
2190,2.8119,1.80998e-07
2191,2.8119,1.80254e-07
2192,2.8119,1.79514e-07
2193,2.8119,1.78776e-07
2194,2.8119,1.78041e-07
2195,2.8119,1.77309e-07
2196,2.8119,1.7658e-07
2197,2.8119,1.75854e-07
2198,2.8119,1.7513e-07
2199,2.8119,1.7441e-07
2200,2.8119,1.73692e-07
2201,2.81189,1.72977e-07
2202,2.81189,1.72265e-07
2203,2.81189,1.71555e-07
2204,2.81189,1.70849e-07
2205,2.81189,1.70145e-07
2206,2.81189,1.69444e-07
2207,2.81189,1.68745e-07
2208,2.81189,1.68049e-07
2209,2.81189,1.67356e-07
2210,2.81189,1.66666e-07
2211,2.81189,1.65979e-07
2212,2.81189,1.65294e-07
2213,2.81189,1.64612e-07
2214,2.81189,1.63932e-07
2215,2.81189,1.63255e-07
2216,2.81189,1.62581e-07
2217,2.81189,1.61909e-07
2218,2.81189,1.6124e-07
2219,2.81189,1.60574e-07
2220,2.81189,1.5991e-07
2221,2.81189,1.59249e-07
2222,2.81188,1.5859e-07
2223,2.81188,1.57934e-07
2224,2.81188,1.57281e-07
2225,2.81188,1.5663e-07
2226,2.81188,1.55981e-07
2227,2.81188,1.55336e-07
2228,2.81188,1.54692e-07
2229,2.81188,1.54051e-07
2230,2.81188,1.53413e-07
2231,2.81188,1.52777e-07
2232,2.81188,1.52144e-07
2233,2.81188,1.51513e-07
2234,2.81188,1.50885e-07
2235,2.81188,1.50259e-07
2236,2.81188,1.49636e-07
2237,2.81188,1.49015e-07
2238,2.81188,1.48396e-07
2239,2.81188,1.4778e-07
2240,2.81188,1.47166e-07
2241,2.81188,1.46555e-07
2242,2.81188,1.45946e-07
2243,2.81188,1.45339e-07
2244,2.81188,1.44735e-07
2245,2.81188,1.44133e-07
2246,2.81187,1.43534e-07
2247,2.81187,1.42937e-07
2248,2.81187,1.42342e-07
2249,2.81187,1.41749e-07
2250,2.81187,1.41159e-07
2251,2.81187,1.40572e-07
2252,2.81187,1.39986e-07
2253,2.81187,1.39403e-07
2254,2.81187,1.38822e-07
2255,2.81187,1.38243e-07
2256,2.81187,1.37667e-07
2257,2.81187,1.37093e-07
2258,2.81187,1.36521e-07
2259,2.81187,1.35951e-07
2260,2.81187,1.35384e-07
2261,2.81187,1.34819e-07
2262,2.81187,1.34256e-07
2263,2.81187,1.33695e-07
2264,2.81187,1.33137e-07
2265,2.81187,1.3258e-07
2266,2.81187,1.32026e-07
2267,2.81187,1.31474e-07
2268,2.81187,1.30924e-07
2269,2.81187,1.30377e-07
2270,2.81187,1.29831e-07
2271,2.81187,1.29288e-07
2272,2.81186,1.28747e-07
2273,2.81186,1.28208e-07
2274,2.81186,1.27671e-07
2275,2.81186,1.27136e-07
2276,2.81186,1.26603e-07
2277,2.81186,1.26072e-07
2278,2.81186,1.25544e-07
2279,2.81186,1.25017e-07
2280,2.81186,1.24493e-07
2281,2.81186,1.23971e-07
2282,2.81186,1.2345e-07
2283,2.81186,1.22932e-07
2284,2.81186,1.22416e-07
2285,2.81186,1.21902e-07
2286,2.81186,1.21389e-07
2287,2.81186,1.20879e-07
2288,2.81186,1.20371e-07
2289,2.81186,1.19865e-07
2290,2.81186,1.19361e-07
2291,2.81186,1.18859e-07
2292,2.81186,1.18358e-07
2293,2.81186,1.1786e-07
2294,2.81186,1.17364e-07
2295,2.81186,1.1687e-07
2296,2.81186,1.16377e-07
2297,2.81186,1.15887e-07
2298,2.81186,1.15398e-07
2299,2.81186,1.14912e-07
2300,2.81186,1.14427e-07
2301,2.81186,1.13944e-07
2302,2.81185,1.13464e-07
2303,2.81185,1.12985e-07
2304,2.81185,1.12508e-07
2305,2.81185,1.12032e-07
2306,2.81185,1.11559e-07
2307,2.81185,1.11088e-07
2308,2.81185,1.10618e-07
2309,2.81185,1.1015e-07
2310,2.81185,1.09685e-07
2311,2.81185,1.09221e-07
2312,2.81185,1.08758e-07
2313,2.81185,1.08298e-07
2314,2.81185,1.07839e-07
2315,2.81185,1.07383e-07
2316,2.81185,1.06928e-07
2317,2.81185,1.06475e-07
2318,2.81185,1.06023e-07
2319,2.81185,1.05574e-07
2320,2.81185,1.05126e-07
2321,2.81185,1.0468e-07
2322,2.81185,1.04236e-07
2323,2.81185,1.03793e-07
2324,2.81185,1.03352e-07
2325,2.81185,1.02913e-07
2326,2.81185,1.02476e-07
2327,2.81185,1.0204e-07
2328,2.81185,1.01607e-07
2329,2.81185,1.01175e-07
2330,2.81185,1.00744e-07
2331,2.81185,1.00315e-07
2332,2.81185,9.98884e-08
2333,2.81185,9.94631e-08
2334,2.81185,9.90394e-08
2335,2.81184,9.86175e-08
2336,2.81184,9.81972e-08
2337,2.81184,9.77786e-08
2338,2.81184,9.73616e-08
2339,2.81184,9.69463e-08
2340,2.81184,9.65326e-08
2341,2.81184,9.61206e-08
2342,2.81184,9.57102e-08
2343,2.81184,9.53014e-08
2344,2.81184,9.48943e-08
2345,2.81184,9.44887e-08
2346,2.81184,9.40848e-08
2347,2.81184,9.36825e-08
2348,2.81184,9.32817e-08
2349,2.81184,9.28826e-08
2350,2.81184,9.2485e-08
2351,2.81184,9.2089e-08
2352,2.81184,9.16946e-08
2353,2.81184,9.13017e-08
2354,2.81184,9.09104e-08
2355,2.81184,9.05207e-08
2356,2.81184,9.01325e-08
2357,2.81184,8.97459e-08
2358,2.81184,8.93607e-08
2359,2.81184,8.89771e-08
2360,2.81184,8.85951e-08
2361,2.81184,8.82145e-08
2362,2.81184,8.78355e-08
2363,2.81184,8.74579e-08
2364,2.81184,8.70819e-08
2365,2.81184,8.67074e-08
2366,2.81184,8.63343e-08
2367,2.81184,8.59627e-08
2368,2.81184,8.55927e-08
2369,2.81184,8.5224e-08
2370,2.81184,8.48569e-08
2371,2.81184,8.44912e-08
2372,2.81184,8.41269e-08
2373,2.81184,8.37641e-08
2374,2.81183,8.34028e-08
2375,2.81183,8.30429e-08
2376,2.81183,8.26844e-08
2377,2.81183,8.23273e-08
2378,2.81183,8.19717e-08
2379,2.81183,8.16175e-08
2380,2.81183,8.12647e-08
2381,2.81183,8.09133e-08
2382,2.81183,8.05633e-08
2383,2.81183,8.02147e-08
2384,2.81183,7.98675e-08
2385,2.81183,7.95216e-08
2386,2.81183,7.91772e-08
2387,2.81183,7.88341e-08
2388,2.81183,7.84923e-08
2389,2.81183,7.8152e-08
2390,2.81183,7.7813e-08
2391,2.81183,7.74753e-08
2392,2.81183,7.7139e-08
2393,2.81183,7.68041e-08
2394,2.81183,7.64705e-08
2395,2.81183,7.61382e-08
2396,2.81183,7.58072e-08
2397,2.81183,7.54775e-08
2398,2.81183,7.51492e-08
2399,2.81183,7.48222e-08
2400,2.81183,7.44965e-08
2401,2.81183,7.41721e-08
2402,2.81183,7.38489e-08
2403,2.81183,7.35271e-08
2404,2.81183,7.32066e-08
2405,2.81183,7.28873e-08
2406,2.81183,7.25693e-08
2407,2.81183,7.22526e-08
2408,2.81183,7.19372e-08
2409,2.81183,7.1623e-08
2410,2.81183,7.131e-08
2411,2.81183,7.09984e-08
2412,2.81183,7.06879e-08
2413,2.81183,7.03787e-08
2414,2.81183,7.00708e-08
2415,2.81183,6.9764e-08
2416,2.81183,6.94586e-08
2417,2.81183,6.91543e-08
2418,2.81183,6.88512e-08
2419,2.81183,6.85494e-08
2420,2.81183,6.82488e-08
2421,2.81183,6.79493e-08
2422,2.81182,6.76511e-08
2423,2.81182,6.73541e-08
2424,2.81182,6.70582e-08
2425,2.81182,6.67636e-08
2426,2.81182,6.64701e-08
2427,2.81182,6.61778e-08
2428,2.81182,6.58866e-08
2429,2.81182,6.55967e-08
2430,2.81182,6.53079e-08
2431,2.81182,6.50202e-08
2432,2.81182,6.47337e-08
2433,2.81182,6.44484e-08
2434,2.81182,6.41642e-08
2435,2.81182,6.38812e-08
2436,2.81182,6.35993e-08
2437,2.81182,6.33185e-08
2438,2.81182,6.30388e-08
2439,2.81182,6.27603e-08
2440,2.81182,6.24829e-08
2441,2.81182,6.22066e-08
2442,2.81182,6.19314e-08
2443,2.81182,6.16573e-08
2444,2.81182,6.13843e-08
2445,2.81182,6.11124e-08
2446,2.81182,6.08416e-08
2447,2.81182,6.05719e-08
2448,2.81182,6.03033e-08
2449,2.81182,6.00358e-08
2450,2.81182,5.97693e-08
2451,2.81182,5.95039e-08
2452,2.81182,5.92396e-08
2453,2.81182,5.89763e-08
2454,2.81182,5.87141e-08
2455,2.81182,5.8453e-08
2456,2.81182,5.81929e-08
2457,2.81182,5.79338e-08
2458,2.81182,5.76758e-08
2459,2.81182,5.74189e-08
2460,2.81182,5.7163e-08
2461,2.81182,5.69081e-08
2462,2.81182,5.66542e-08
2463,2.81182,5.64014e-08
2464,2.81182,5.61495e-08
2465,2.81182,5.58987e-08
2466,2.81182,5.56489e-08
2467,2.81182,5.54001e-08
2468,2.81182,5.51523e-08
2469,2.81182,5.49056e-08
2470,2.81182,5.46598e-08
2471,2.81182,5.4415e-08
2472,2.81182,5.41712e-08
2473,2.81182,5.39283e-08
2474,2.81182,5.36865e-08
2475,2.81182,5.34456e-08
2476,2.81182,5.32057e-08
2477,2.81182,5.29668e-08
2478,2.81182,5.27289e-08
2479,2.81182,5.24919e-08
2480,2.81182,5.22558e-08
2481,2.81181,5.20207e-08
2482,2.81181,5.17866e-08
2483,2.81181,5.15534e-08
2484,2.81181,5.13212e-08
2485,2.81181,5.10899e-08
2486,2.81181,5.08595e-08
2487,2.81181,5.06301e-08
2488,2.81181,5.04016e-08
2489,2.81181,5.0174e-08
2490,2.81181,4.99473e-08
2491,2.81181,4.97216e-08
2492,2.81181,4.94968e-08
2493,2.81181,4.92729e-08
2494,2.81181,4.90499e-08
2495,2.81181,4.88278e-08
2496,2.81181,4.86066e-08
2497,2.81181,4.83863e-08
2498,2.81181,4.81668e-08
2499,2.81181,4.79483e-08
2500,2.81181,4.77307e-08
2501,2.81181,4.7514e-08
2502,2.81181,4.72981e-08
2503,2.81181,4.70831e-08
2504,2.81181,4.6869e-08
2505,2.81181,4.66557e-08
2506,2.81181,4.64433e-08
2507,2.81181,4.62318e-08
2508,2.81181,4.60211e-08
2509,2.81181,4.58113e-08
2510,2.81181,4.56024e-08
2511,2.81181,4.53943e-08
2512,2.81181,4.5187e-08
2513,2.81181,4.49806e-08
2514,2.81181,4.4775e-08
2515,2.81181,4.45703e-08
2516,2.81181,4.43664e-08
2517,2.81181,4.41633e-08
2518,2.81181,4.39611e-08
2519,2.81181,4.37596e-08
2520,2.81181,4.3559e-08
2521,2.81181,4.33592e-08
2522,2.81181,4.31603e-08
2523,2.81181,4.29621e-08
2524,2.81181,4.27647e-08
2525,2.81181,4.25682e-08
2526,2.81181,4.23724e-08
2527,2.81181,4.21775e-08
2528,2.81181,4.19833e-08
2529,2.81181,4.179e-08
2530,2.81181,4.15974e-08
2531,2.81181,4.14056e-08
2532,2.81181,4.12146e-08
2533,2.81181,4.10244e-08
2534,2.81181,4.08349e-08
2535,2.81181,4.06463e-08
2536,2.81181,4.04583e-08
2537,2.81181,4.02712e-08
2538,2.81181,4.00848e-08
2539,2.81181,3.98992e-08
2540,2.81181,3.97144e-08
2541,2.81181,3.95303e-08
2542,2.81181,3.93469e-08
2543,2.81181,3.91643e-08
2544,2.81181,3.89825e-08
2545,2.81181,3.88014e-08
2546,2.81181,3.8621e-08
2547,2.81181,3.84414e-08
2548,2.81181,3.82625e-08
2549,2.81181,3.80844e-08
2550,2.81181,3.7907e-08
2551,2.81181,3.77303e-08
2552,2.81181,3.75543e-08
2553,2.81181,3.7379e-08
2554,2.81181,3.72045e-08
2555,2.81181,3.70307e-08
2556,2.81181,3.68576e-08
2557,2.81181,3.66852e-08
2558,2.81181,3.65135e-08
2559,2.81181,3.63425e-08
2560,2.81181,3.61723e-08
2561,2.81181,3.60027e-08
2562,2.81181,3.58338e-08
2563,2.8118,3.56656e-08
2564,2.8118,3.54981e-08
2565,2.8118,3.53313e-08
2566,2.8118,3.51652e-08
2567,2.8118,3.49997e-08
2568,2.8118,3.4835e-08
2569,2.8118,3.46709e-08
2570,2.8118,3.45075e-08
2571,2.8118,3.43447e-08
2572,2.8118,3.41827e-08
2573,2.8118,3.40213e-08
2574,2.8118,3.38605e-08
2575,2.8118,3.37005e-08
2576,2.8118,3.3541e-08
2577,2.8118,3.33823e-08
2578,2.8118,3.32242e-08
2579,2.8118,3.30667e-08
2580,2.8118,3.29099e-08
2581,2.8118,3.27538e-08
2582,2.8118,3.25983e-08
2583,2.8118,3.24434e-08
2584,2.8118,3.22892e-08
2585,2.8118,3.21356e-08
2586,2.8118,3.19826e-08
2587,2.8118,3.18303e-08
2588,2.8118,3.16786e-08
2589,2.8118,3.15275e-08
2590,2.8118,3.13771e-08
2591,2.8118,3.12272e-08
2592,2.8118,3.1078e-08
2593,2.8118,3.09295e-08
2594,2.8118,3.07815e-08
2595,2.8118,3.06341e-08
2596,2.8118,3.04874e-08
2597,2.8118,3.03412e-08
2598,2.8118,3.01957e-08
2599,2.8118,3.00507e-08
2600,2.8118,2.99064e-08
2601,2.8118,2.97627e-08
2602,2.8118,2.96195e-08
2603,2.8118,2.9477e-08
2604,2.8118,2.9335e-08
2605,2.8118,2.91936e-08
2606,2.8118,2.90528e-08
2607,2.8118,2.89126e-08
2608,2.8118,2.8773e-08
2609,2.8118,2.8634e-08
2610,2.8118,2.84955e-08
2611,2.8118,2.83576e-08
2612,2.8118,2.82203e-08
2613,2.8118,2.80836e-08
2614,2.8118,2.79474e-08
2615,2.8118,2.78118e-08
2616,2.8118,2.76767e-08
2617,2.8118,2.75423e-08
2618,2.8118,2.74083e-08
2619,2.8118,2.7275e-08
2620,2.8118,2.71421e-08
2621,2.8118,2.70099e-08
2622,2.8118,2.68782e-08
2623,2.8118,2.6747e-08
2624,2.8118,2.66164e-08
2625,2.8118,2.64863e-08
2626,2.8118,2.63568e-08
2627,2.8118,2.62278e-08
2628,2.8118,2.60994e-08
2629,2.8118,2.59714e-08
2630,2.8118,2.58441e-08
2631,2.8118,2.57172e-08
2632,2.8118,2.55909e-08
2633,2.8118,2.54651e-08
2634,2.8118,2.53398e-08
2635,2.8118,2.52151e-08
2636,2.8118,2.50909e-08
2637,2.8118,2.49671e-08
2638,2.8118,2.4844e-08
2639,2.8118,2.47213e-08
2640,2.8118,2.45991e-08
2641,2.8118,2.44775e-08
2642,2.8118,2.43563e-08
2643,2.8118,2.42357e-08
2644,2.8118,2.41156e-08
2645,2.8118,2.3996e-08
2646,2.8118,2.38768e-08
2647,2.8118,2.37582e-08
2648,2.8118,2.36401e-08
2649,2.8118,2.35225e-08
2650,2.8118,2.34053e-08
2651,2.8118,2.32887e-08
2652,2.8118,2.31725e-08
2653,2.8118,2.30568e-08
2654,2.8118,2.29416e-08
2655,2.8118,2.28269e-08
2656,2.8118,2.27127e-08
2657,2.8118,2.2599e-08
2658,2.8118,2.24857e-08
2659,2.8118,2.23729e-08
2660,2.8118,2.22606e-08
2661,2.8118,2.21488e-08
2662,2.8118,2.20374e-08
2663,2.8118,2.19265e-08
2664,2.8118,2.18161e-08
2665,2.8118,2.17061e-08
2666,2.8118,2.15966e-08
2667,2.8118,2.14875e-08
2668,2.8118,2.1379e-08
2669,2.8118,2.12708e-08
2670,2.8118,2.11632e-08
2671,2.8118,2.10559e-08
2672,2.8118,2.09492e-08
2673,2.8118,2.08428e-08
2674,2.8118,2.0737e-08
2675,2.8118,2.06316e-08
2676,2.8118,2.05266e-08
2677,2.8118,2.0422e-08
2678,2.8118,2.0318e-08
2679,2.8118,2.02143e-08
2680,2.8118,2.01111e-08
2681,2.8118,2.00083e-08
2682,2.8118,1.9906e-08
2683,2.8118,1.98041e-08
2684,2.8118,1.97026e-08
2685,2.8118,1.96015e-08
2686,2.8118,1.95009e-08
2687,2.8118,1.94007e-08
2688,2.8118,1.9301e-08
2689,2.8118,1.92016e-08
2690,2.8118,1.91027e-08
2691,2.8118,1.90042e-08
2692,2.8118,1.89061e-08
2693,2.8118,1.88084e-08
2694,2.8118,1.87112e-08
2695,2.8118,1.86143e-08
2696,2.8118,1.85179e-08
2697,2.8118,1.84219e-08
2698,2.8118,1.83262e-08
2699,2.8118,1.8231e-08
2700,2.81179,1.81362e-08
2701,2.81179,1.80418e-08
2702,2.81179,1.79478e-08
2703,2.81179,1.78542e-08
2704,2.81179,1.7761e-08
2705,2.81179,1.76682e-08
2706,2.81179,1.75758e-08
2707,2.81179,1.74838e-08
2708,2.81179,1.73922e-08
2709,2.81179,1.73009e-08
2710,2.81179,1.72101e-08
2711,2.81179,1.71196e-08
2712,2.81179,1.70296e-08
2713,2.81179,1.69399e-08
2714,2.81179,1.68506e-08
2715,2.81179,1.67617e-08
2716,2.81179,1.66731e-08
2717,2.81179,1.6585e-08
2718,2.81179,1.64972e-08
2719,2.81179,1.64098e-08
2720,2.81179,1.63227e-08
2721,2.81179,1.62361e-08
2722,2.81179,1.61498e-08
2723,2.81179,1.60638e-08
2724,2.81179,1.59783e-08
2725,2.81179,1.58931e-08
2726,2.81179,1.58083e-08
2727,2.81179,1.57238e-08
2728,2.81179,1.56397e-08
2729,2.81179,1.5556e-08
2730,2.81179,1.54726e-08
2731,2.81179,1.53896e-08
2732,2.81179,1.53069e-08
2733,2.81179,1.52246e-08
2734,2.81179,1.51426e-08
2735,2.81179,1.5061e-08
2736,2.81179,1.49798e-08
2737,2.81179,1.48989e-08
2738,2.81179,1.48183e-08
2739,2.81179,1.47381e-08
2740,2.81179,1.46583e-08
2741,2.81179,1.45787e-08
2742,2.81179,1.44996e-08
2743,2.81179,1.44207e-08
2744,2.81179,1.43422e-08
2745,2.81179,1.42641e-08
2746,2.81179,1.41863e-08
